-124.33	49.75
-123.75	49.5
-123.17	49.75
-123.17	49.25
-122.75	49
-122.42	48.58
-122.58	48.42
-122.25	48
-122.5	47.5
-122.58	47.67
-123	47.5
-122.58	47.92
-123.17	48.17
-123.83	48.17
-124.67	48.42
-124.75	48.17
-124.58	47.92
-124.33	47.5
-124.08	47
-124	46.67
-123.92	46.33
-123.17	46.17
-123.92	46.17
-123.92	45.83
-123.83	45.42
-124	45
-124	44.5
-124.08	44
-124.25	43.42
-124.5	42.83
-124.42	42.33
-124.17	42
-124	41.5
-124.08	41
-124.33	40.5
-124.33	40.25
-124	40
-123.75	39.67
-123.75	39.33
-123.67	38.92
-123.33	38.58
-122.92	38.33
-123	38
-122.5	37.92
-122.5	38.17
-122.17	38.08
-122.33	37.92
-122.08	37.5
-122.5	37.75
-122.42	37.33
-122.17	37
-121.83	37
-121.83	36.58
-121.92	36.33
-121.42	36
-121.08	35.58
-120.58	35.08
-120.58	34.58
-120.58	34.58
-119.83	34.42
-119.25	34.25
-118.75	34.08
-118.42	34.08
-118.33	33.75
-118	33.75
-117.5	33.42
-117.25	33
-117.08	32.5
-116.75	32
-116.58	31.58
-116.33	31.25
-116.33	31
-116	30.75
-116	30.33
-115.75	30.25
-115.67	29.67
-115.17	29.5
-114.67	29.08
-114.33	28.75
-114	28.42
-114	28
-114.42	27.75
-115	27.83
-114.5	27.5
-114.33	27.17
-114	27
-113.58	26.75
-113.17	26.75
-112.83	26.42
-112.33	26.17
-112.08	25.67
-112.08	25.17
-112.33	24.83
-111.67	24.58
-111.25	24.25
-110.83	23.83
-110.33	23.5
-110	22.83
-109.42	23.33
-109.75	23.75
-110.17	24.25
-110.58	24.25
-110.83	24.67
-110.67	24.83
-111	25.17
-111	25.5
-111.33	26
-111.5	26.5
-112	27
-112.33	27.5
-112.75	27.83
-112.92	28.33
-113.25	28.75
-113.67	29.17
-114	29.58
-114.42	29.83
-114.67	30.17
-114.58	30.58
-114.75	31
-114.83	31.42
-114.75	31.75
-114.17	31.5
-113.83	31.58
-113.5	31.33
-113.08	31.17
-113.08	30.75
-112.83	30.25
-112.75	29.92
-112.42	29.5
-112.17	29
-111.67	28.5
-111.17	28
-110.58	27.92
-110.58	27.42
-110	27
-109.75	26.67
-109.5	26.67
-109.25	26.33
-109.42	26
-109.42	25.75
-109	25.5
-108.33	25.25
-108	24.67
-107.58	24.33
-107.17	24
-106.75	23.5
-106.42	23.17
-106	22.75
-105.67	22.42
-105.5	21.75
-105.17	21.5
-105.17	21.17
-105.5	20.83
-105.33	20.58
-105.67	20.33
-105.33	19.83
-104.92	19.33
-104.92	19.33
-104.33	19.08
-103.83	18.75
-103.5	18.33
-102.83	18.08
-102.25	18
-102	18
-101.58	17.67
-101	17.25
-100.5	17.08
-100	16.92
-99.5	16.67
-99	16.58
-98.5	16.33
-98	16.08
-97.42	16
-96.83	15.83
-96.25	15.67
-95.67	15.92
-95.17	16.17
-94.67	16.17
-94.25	16.08
-93.83	15.92
-93.42	15.67
-93.17	15.42
-92.75	15
-92.33	14.67
-92	14.33
-91.5	14.08
-91	13.92
-90.5	13.92
-90	13.67
-89.75	13.42
-89.33	13.42
-88.83	13.17
-88.42	13.17
-87.83	13.17
-87.67	13.42
-87.33	13
-87.67	13
-87.33	12.58
-87	12.25
-86.58	11.83
-86.17	11.5
-85.75	11.17
-85.75	10.75
-85.83	10.33
-85.67	9.92
-85.33	9.83
-85.17	9.67
-84.83	10
-84.58	9.67
-84	9.33
-83.67	9
-83.75	8.5
-83.25	8.42
-83	8.17
-82.75	8.33
-82.25	8.25
-81.75	8.08
-81.5	7.75
-81	7.75
-80.92	7.17
-80.5	7.25
-80	7.5
-80.42	7.83
-80.5	8.17
-80.08	8.33
-79.75	8.58
-79.5	9
-79.17	9
-78.75	8.75
-78.5	8.33
-78.17	8.33
-78.42	8
-78.17	7.42
-77.75	7
-77.42	6.58
-77.5	6.17
-77.42	5.5
-77.42	5
-77.33	4.5
-77.5	4
-77.17	3.67
-77.5	3.25
-77.75	2.67
-78.33	2.67
-78.67	2.17
-78.58	1.75
-79	1.67
-78.83	1.25
-79.33	1
-80	0.67
-80.08	0
	
-61.83	10
-61.25	10
-61	10.25
-61	10.75
-61.67	10.67
-61.5	10.58
-61.5	10.17
-61.83	10
	
-78.33	18.17
-78	18.17
-77.67	17.83
-77.25	17.75
-76.92	17.92
-76.58	17.83
-76.25	17.83
-76.42	18.17
-76.83	18.33
-77.33	18.42
-77.83	18.5
-78.25	18.33
-78.33	18.17
	
-83.07	21.77
-82.95	21.6
-83.05	21.47
-82.83	21.43
-82.5	21.53
-82.65	21.82
-82.87	21.98
-83.07	21.77
	
-84.83	21.83
-84.17	21.83
-84	22.17
-83.42	22.17
-83.08	22.42
-82.75	22.67
-82.25	22.58
-81.58	22.5
-82.08	22.33
-81.75	22.08
-81.25	22
-80.5	22
-80.17	21.75
-79.75	21.67
-79.25	21.5
-78.75	21.58
-78.58	21.42
-78.5	21
-78	20.67
-77.25	20.67
-77.08	20.33
-77.42	20.08
-77.67	19.83
-77	19.83
-76.5	19.92
-76	19.92
-75.5	19.83
-75	19.83
-74.67	20
-74.17	20.08
-74.25	20.25
-74.5	20.25
-74.83	20.58
-75.33	20.67
-75.67	20.58
-75.58	21
-76	21.08
-76.5	21.17
-77	21.5
-77.42	21.67
-77.83	21.92
-78.33	22.17
-78.83	22.33
-79.33	22.33
-79.67	22.67
-80.08	22.83
-80.5	23
-81	23
-81.5	23.17
-82	23.17
-82.5	23
-83	22.92
-83.5	22.83
-84	22.58
-84.33	22.33
-84.33	22
-84.83	21.83
	45
-74.5	18.33
-73.83	18
-73.67	18.17
-73.17	18.17
-72.75	18.08
-72.33	18.17
-71.83	18.08
-71.42	17.58
-71.08	18
-71.08	18.25
-70.58	18.42
-70.58	18.17
-70.08	18.25
-69.5	18.42
-69	18.42
-68.67	18.08
-68.33	18.5
-68.75	18.92
-69.58	19.08
-69.17	19.33
-69.75	19.33
-69.92	19.67
-70.5	19.75
-71	19.83
-71.67	19.83
-72	19.67
-72.58	19.92
-73.17	19.92
-73.5	19.67
-73	19.67
-72.75	19.33
-72.75	19
-72.33	18.58
-72.75	18.33
-73.25	18.33
-73.67	18.5
-74.17	18.58
-74.5	18.33
	
-67.17	18
-66.75	17.92
-66.33	18
-65.92	18
-65.67	18.25
-66	18.5
-66.58	18.5
-67.17	18.5
-67.17	18
	
-61.83	16.25
-61.75	15.92
-61.58	16.17
-61.33	16.17
-61.5	16.42
-61.58	16.17
