  Km from center,density kg/m^3,P-wave speed,S-wave velocity,Temperature
1475.0601,1052.7,1.61438,0,274.03201
1475.73,1052.33,1.61252,0,274.01501
1476.4,1051.95,1.61067,0,273.99899
1477.08,1051.5699,1.6088099,0,273.98199
1477.75,1051.1899,1.6069601,0,273.966
1478.42,1050.8101,1.60511,0,273.95001
1479.09,1050.4301,1.60325,0,273.93399
1479.77,1050.04,1.6014,0,273.91901
1480.4399,1049.66,1.59955,0,273.90302
1481.12,1049.27,1.5977,0,273.88699
1481.79,1048.89,1.59585,0,273.87201
1482.47,1048.5,1.594,0,273.85699
1483.15,1048.11,1.59215,0,273.841
1483.8199,1047.73,1.5903,0,273.82599
1484.5,1047.34,1.58845,0,273.811
1485.1801,1046.95,1.5865999,0,273.79599
1485.86,1046.55,1.5847501,0,273.78201
1486.54,1046.16,1.5829,0,273.767
1487.22,1045.77,1.5810601,0,273.75299
1487.9,1045.38,1.57921,0,273.73801
1488.58,1044.98,1.57736,0,273.724
1489.26,1044.59,1.57551,0,273.70999
1489.9399,1044.1899,1.57367,0,273.69601
1490.63,1043.79,1.57182,0,273.68201
1491.3101,1043.39,1.56997,0,273.668
1491.99,1042.99,1.56813,0,273.655
1492.6801,1042.59,1.56628,0,273.64099
1493.37,1042.1899,1.56443,0,273.62799
1494.05,1041.79,1.56259,0,273.61499
1494.74,1041.39,1.56074,0,273.60199
1495.42,1040.98,1.55889,0,273.58899
1496.11,1040.58,1.55704,0,273.57599
1496.8,1040.17,1.5552,0,273.56299
1497.49,1039.76,1.55335,0,273.55099
1498.1801,1039.35,1.5515,0,273.53799
1498.87,1038.95,1.54965,0,273.526
1499.5601,1038.54,1.54781,0,273.51401
1500.25,1038.12,1.5459599,0,273.50201
1500.9399,1037.71,1.5441099,0,273.48999
1501.64,1037.3,1.5422601,0,273.479
1502.33,1036.89,1.5404201,0,273.46701
1503.02,1036.47,1.53857,0,273.45599
1503.72,1036.05,1.5367301,0,273.44501
1504.41,1035.64,1.53488,0,273.43399
1505.11,1035.22,1.53304,0,273.423
1505.8101,1034.8,1.53119,0,273.41199
1506.5,1034.38,1.52935,0,273.401
1507.2,1033.96,1.52751,0,273.39099
1507.9,1033.54,1.5256701,0,273.38
1508.6,1033.11,1.5238301,0,273.37
1509.3,1032.6899,1.5219899,0,273.35999
1510,1032.26,1.52016,0,273.35001
1510.7,1031.84,1.51832,0,273.341
1511.4,1031.41,1.51649,0,273.33099
1512.1,1030.98,1.51465,0,273.32199
1512.8,1030.55,1.51282,0,273.31299
1513.51,1030.12,1.51099,0,273.30399
1514.21,1029.6899,1.50916,0,273.29501
1514.91,1029.26,1.5073299,0,273.28601
1515.62,1028.83,1.50551,0,273.27701
1516.33,1028.39,1.50368,0,273.26901
1517.03,1027.96,1.50186,0,273.26099
1517.74,1027.52,1.50003,0,273.25299
1518.45,1027.08,1.49821,0,273.245
1519.16,1026.64,1.49639,0,273.237
1519.86,1026.2,1.49458,0,273.23001
1520.5699,1025.76,1.4927599,0,273.22198
1521.28,1025.3199,1.49095,0,273.215
1521.99,1024.88,1.48914,0,273.20801
1522.71,1024.4399,1.48733,0,273.20099
1523.42,1023.99,1.48553,0,273.19501
1524.13,1023.54,1.48373,0,273.18799
1524.84,1023.1,1.48194,0,273.18201
1525.5601,1022.65,1.48015,0,273.17599
1526.27,1022.2,1.4783601,0,273.17001
1526.99,1021.75,1.47658,0,273.164
1527.71,1021.3,1.4748,0,273.15799
1528.42,1020.85,1.47303,0,273.15302
1529.14,1020.39,1.47127,0,273.14801
1529.86,1019.94,1.46951,0,273.14301
1530.58,1019.48,1.46776,0,273.138
1531.3,1019.03,1.46601,0,273.133
1532.02,1018.57,1.46427,0,273.129
1532.74,1018.11,1.46254,0,273.125
1533.46,1017.65,1.4608099,0,273.121
1534.1801,1017.19,1.45909,0,273.117
1534.9,1016.72,1.45737,0,273.11301
1535.63,1016.26,1.45566,0,273.10999
1536.35,1015.8,1.45395,0,273.10699
1537.08,1015.33,1.45225,0,273.104
1537.8,1014.86,1.45055,0,273.10101
1538.53,1014.4,1.44886,0,273.09799
1539.25,1013.93,1.44717,0,273.09601
1539.98,1013.46,1.44549,0,273.09399
1540.71,1012.99,1.44381,0,273.09201
1541.4399,1012.51,1.44213,0,273.09
1542.17,1012.04,1.44046,0,273.08801
1542.9,1011.57,1.43878,0,273.08701
1543.63,1011.09,1.43712,0,273.086
1544.36,1010.61,1.43545,0,273.08499
1545.09,1010.14,1.43379,0,273.08401
1545.83,1009.66,1.43213,0,273.08301
