Km from center,density kg/m^3,P-wave speed,S-wave velocity,Temperature
1494.66,1144.0601,1.70327,0,270.47299
1495.23,1143.75,1.70162,0,270.45999
1495.8,1143.4399,1.69996,0,270.44699
1496.38,1143.13,1.6983,0,270.435
1496.95,1142.8199,1.69664,0,270.422
1497.52,1142.51,1.69498,0,270.41
1498.09,1142.2,1.69332,0,270.39801
1498.66,1141.89,1.69165,0,270.38501
1499.24,1141.5699,1.68999,0,270.37299
1499.8101,1141.26,1.68832,0,270.36099
1500.38,1140.9399,1.68665,0,270.349
1500.96,1140.63,1.68497,0,270.33701
1501.53,1140.3101,1.6833,0,270.32501
1502.1,1140,1.68162,0,270.31299
1502.6801,1139.6801,1.67995,0,270.30099
1503.26,1139.36,1.67827,0,270.289
1503.83,1139.05,1.67658,0,270.27701
1504.41,1138.73,1.6749001,0,270.26599
1504.98,1138.41,1.67322,0,270.254
1505.5601,1138.09,1.67153,0,270.242
1506.14,1137.77,1.66984,0,270.23099
1506.72,1137.45,1.6681499,0,270.21899
1507.29,1137.12,1.66646,0,270.20801
1507.87,1136.8,1.66477,0,270.19699
1508.45,1136.48,1.66307,0,270.185
1509.03,1136.15,1.66137,0,270.17401
1509.61,1135.83,1.65968,0,270.16299
1510.1899,1135.5,1.65798,0,270.15201
1510.77,1135.1801,1.65627,0,270.14099
1511.35,1134.85,1.65457,0,270.13
1511.9301,1134.52,1.6528701,0,270.11899
1512.51,1134.2,1.65116,0,270.108
1513.09,1133.87,1.6494499,0,270.09698
1513.67,1133.54,1.64774,0,270.08701
1514.26,1133.21,1.6460299,0,270.07599
1514.84,1132.88,1.64432,0,270.065
1515.42,1132.55,1.6426001,0,270.05499
1516.01,1132.21,1.64088,0,270.04401
1516.59,1131.88,1.6391701,0,270.034
1517.1801,1131.55,1.63745,0,270.02399
1517.76,1131.21,1.63573,0,270.01401
1518.35,1130.88,1.6339999,0,270.00299
1518.9301,1130.54,1.63228,0,269.99301
1519.52,1130.21,1.63055,0,269.983
1520.1,1129.87,1.6288199,0,269.974
1520.6899,1129.53,1.62709,0,269.96399
1521.28,1129.1899,1.62536,0,269.95401
1521.86,1128.85,1.62363,0,269.944
1522.45,1128.51,1.6219,0,269.935
1523.04,1128.17,1.62016,0,269.92499
1523.63,1127.83,1.61843,0,269.91599
1524.22,1127.49,1.61669,0,269.90601
1524.8101,1127.15,1.6149499,0,269.897
1525.4,1126.8,1.61321,0,269.888
1525.99,1126.46,1.61146,0,269.879
1526.58,1126.11,1.60972,0,269.86899
1527.17,1125.77,1.60798,0,269.86099
1527.76,1125.42,1.60623,0,269.85199
1528.35,1125.0699,1.60448,0,269.84299
1528.9399,1124.72,1.60273,0,269.83401
1529.54,1124.38,1.60098,0,269.82501
1530.13,1124.03,1.5992301,0,269.81699
1531.3199,1123.67,1.5974801,0,269.80801
1531.32,921.37799,3.93191,1.9945101,269.79999
1532.87,922.79797,3.9284101,1.99244,261.30099
1534.4301,924.11401,3.9272799,1.99157,261.28201
1535.99,925.31299,3.9261501,1.9907,261.263
1537.54,926.38898,3.92501,1.98983,261.246
1539.1,927.34003,3.9238601,1.98895,261.229
1540.66,928.172,3.92272,1.98807,261.21301
1542.22,928.89001,3.9215701,1.98719,261.19699
1543.78,929.50403,3.9204099,1.98631,261.18201
1545.33,930.02301,3.91925,1.98542,261.168
1546.9,930.45697,3.9180801,1.98453,261.155
1548.46,930.815,3.9169199,1.98364,261.142
1550.02,931.10602,3.91574,1.9827501,261.13
1551.58,931.33801,3.9145601,1.98185,261.11899
1553.15,931.51801,3.9133799,1.98095,261.10699
1554.72,931.65302,3.91219,1.98005,261.09698
1556.28,931.74902,3.911,1.97914,261.08701
1557.85,931.81,3.8936701,1.97007,195.729
1559.4301,931.84003,3.8843999,1.96508,146.73199
1561,931.84003,3.8794,1.96225,110
